Ano,Mês,Dia,Ativo,Cotação,Variação
2018,09,28,Guaxupé/MG (Cooxupé),"423,00","+3,17"
2018,09,28,Poços de Caldas/MG (CaféPoços),"404,00","+2,54"
2018,09,28,Patrocínio/MG (Expocaccer),"405,00","0,00"
2018,09,28,Araguarí/MG (Coocacer),"410,00","0,00"
2018,09,28,Varginha/MG (Minasul),"405,00","+1,25"
2018,09,28,Lajinha/MG (Coocafé),"390,00","0,00"
2018,09,28,Esp. Sto. do Pinhal/SP (Coopinhal),"410,00","+2,50"
2018,09,28,Franca/SP (Cocapec),"420,00","+2,44"
2018,09,28,Maringá/PR (Cocamar),s/ cotação,-
2018,09,28,Vitória/ES (BCSP),"435,00","0,00"
2018,09,28,Oeste da Bahia (AIBA),"395,00","0,00"
2018,09,28,Média Rio Grande do Sul (Clicmercado),"405,00","0,00"
2018,10,01,Guaxupé/MG (Cooxupé),"420,00","-0,71"
2018,10,01,Poços de Caldas/MG (CaféPoços),"401,00","-0,74"
2018,10,01,Patrocínio/MG (Expocaccer),"405,00","0,00"
2018,10,01,Araguarí/MG (Coocacer),"410,00","0,00"
2018,10,01,Varginha/MG (Minasul),"405,00","0,00"
2018,10,01,Lajinha/MG (Coocafé),"395,00","+1,28"
2018,10,01,Esp. Sto. do Pinhal/SP (Coopinhal),"415,00","+1,22"
2018,10,01,Franca/SP (Cocapec),"420,00","0,00"
2018,10,01,Maringá/PR (Cocamar),s/ cotação,-
2018,10,01,Vitória/ES (BCSP),"435,00","0,00"
2018,10,01,Oeste da Bahia (AIBA),"405,00","+2,53"
2018,10,01,Média Rio Grande do Sul (Clicmercado),"410,00","+1,23"
2018,10,02,Guaxupé/MG (Cooxupé),"432,00","+2,86"
2018,10,02,Poços de Caldas/MG (CaféPoços),"410,00","+2,24"
2018,10,02,Patrocínio/MG (Expocaccer),"420,00","+3,70"
2018,10,02,Araguarí/MG (Coocacer),"410,00","0,00"
2018,10,02,Varginha/MG (Minasul),"420,00","+3,70"
2018,10,02,Lajinha/MG (Coocafé),"405,00","+2,53"
2018,10,02,Esp. Sto. do Pinhal/SP (Coopinhal),"420,00","+1,20"
2018,10,02,Franca/SP (Cocapec),"440,00","+4,76"
2018,10,02,Maringá/PR (Cocamar),s/ cotação,-
2018,10,02,Vitória/ES (BCSP),"435,00","0,00"
2018,10,02,Oeste da Bahia (AIBA),"402,50","-0,62"
2018,10,02,Média Rio Grande do Sul (Clicmercado),"410,00","0,00"
2018,10,03,Guaxupé/MG (Cooxupé),"428,00","-0,93"
2018,10,03,Poços de Caldas/MG (CaféPoços),"406,00","-0,98"
2018,10,03,Patrocínio/MG (Expocaccer),"415,00","-1,19"
2018,10,03,Araguarí/MG (Coocacer),"430,00","+4,88"
2018,10,03,Varginha/MG (Minasul),"420,00","0,00"
2018,10,03,Lajinha/MG (Coocafé),"405,00","0,00"
2018,10,03,Esp. Sto. do Pinhal/SP (Coopinhal),"420,00","0,00"
2018,10,03,Franca/SP (Cocapec),"430,00","-2,27"
2018,10,03,Maringá/PR (Cocamar),s/ cotação,-
2018,10,03,Vitória/ES (BCSP),"435,00","0,00"
2018,10,03,Oeste da Bahia (AIBA),"402,50","0,00"
2018,10,03,Média Rio Grande do Sul (Clicmercado),"410,00","0,00"
2018,10,04,Guaxupé/MG (Cooxupé),"433,00","+1,17"
2018,10,04,Poços de Caldas/MG (CaféPoços),"416,00","+2,46"
2018,10,04,Patrocínio/MG (Expocaccer),"415,00","0,00"
2018,10,04,Araguarí/MG (Coocacer),"430,00","0,00"
2018,10,04,Varginha/MG (Minasul),"420,00","0,00"
2018,10,04,Lajinha/MG (Coocafé),"405,00","0,00"
2018,10,04,Esp. Sto. do Pinhal/SP (Coopinhal),"420,00","0,00"
2018,10,04,Franca/SP (Cocapec),"435,00","+1,16"
2018,10,04,Maringá/PR (Cocamar),s/ cotação,-
2018,10,04,Vitória/ES (BCSP),"435,00","0,00"
2018,10,04,Oeste da Bahia (AIBA),"405,00","+0,62"
2018,10,04,Média Rio Grande do Sul (Clicmercado),"410,00","0,00"
2018,10,05,Guaxupé/MG (Cooxupé),"433,00","0,00"
2018,10,05,Poços de Caldas/MG (CaféPoços),"421,00","+1,20"
2018,10,05,Patrocínio/MG (Expocaccer),"420,00","+1,20"
2018,10,05,Araguarí/MG (Coocacer),"435,00","+1,16"
2018,10,05,Varginha/MG (Minasul),"420,00","0,00"
2018,10,05,Lajinha/MG (Coocafé),"405,00","0,00"
2018,10,05,Esp. Sto. do Pinhal/SP (Coopinhal),"420,00","0,00"
2018,10,05,Franca/SP (Cocapec),"440,00","+1,15"
2018,10,05,Maringá/PR (Cocamar),s/ cotação,-
2018,10,05,Vitória/ES (BCSP),"435,00","0,00"
2018,10,05,Oeste da Bahia (AIBA),"405,00","0,00"
2018,10,05,Média Rio Grande do Sul (Clicmercado),"410,00","0,00"
2018,10,08,Guaxupé/MG (Cooxupé),"433,00","0,00"
2018,10,08,Poços de Caldas/MG (CaféPoços),"430,00","+2,14"
2018,10,08,Patrocínio/MG (Expocaccer),"420,00","0,00"
2018,10,08,Araguarí/MG (Coocacer),"440,00","+1,15"
2018,10,08,Varginha/MG (Minasul),"430,00","+2,38"
2018,10,08,Lajinha/MG (Coocafé),"410,00","+1,23"
2018,10,08,Esp. Sto. do Pinhal/SP (Coopinhal),"420,00","0,00"
2018,10,08,Franca/SP (Cocapec),"440,00","0,00"
2018,10,08,Maringá/PR (Cocamar),s/ cotação,-
2018,10,08,Vitória/ES (BCSP),"435,00","0,00"
2018,10,08,Oeste da Bahia (AIBA),"412,50","+1,85"
2018,10,08,Média Rio Grande do Sul (Clicmercado),"410,00","0,00"
2018,10,09,Guaxupé/MG (Cooxupé),"430,00","-0,69"
2018,10,09,Poços de Caldas/MG (CaféPoços),"428,00","-0,47"
2018,10,09,Patrocínio/MG (Expocaccer),"420,00","0,00"
2018,10,09,Araguarí/MG (Coocacer),"440,00","0,00"
2018,10,09,Varginha/MG (Minasul),"430,00","0,00"
2018,10,09,Lajinha/MG (Coocafé),"410,00","0,00"
2018,10,09,Esp. Sto. do Pinhal/SP (Coopinhal),"420,00","0,00"
2018,10,09,Franca/SP (Cocapec),"440,00","0,00"
2018,10,09,Maringá/PR (Cocamar),s/ cotação,-
2018,10,09,Vitória/ES (BCSP),"435,00","0,00"
2018,10,09,Oeste da Bahia (AIBA),"413,00","+0,12"
2018,10,09,Média Rio Grande do Sul (Clicmercado),"420,00","+2,44"
2018,10,10,Guaxupé/MG (Cooxupé),"430,00","0,00"
2018,10,10,Poços de Caldas/MG (CaféPoços),"432,00","+0,93"
2018,10,10,Patrocínio/MG (Expocaccer),"420,00","0,00"
2018,10,10,Araguarí/MG (Coocacer),"440,00","0,00"
2018,10,10,Varginha/MG (Minasul),"430,00","0,00"
2018,10,10,Lajinha/MG (Coocafé),"410,00","0,00"
2018,10,10,Esp. Sto. do Pinhal/SP (Coopinhal),"420,00","0,00"
2018,10,10,Franca/SP (Cocapec),"440,00","0,00"
2018,10,10,Maringá/PR (Cocamar),s/ cotação,-
2018,10,10,Vitória/ES (BCSP),"435,00","0,00"
2018,10,10,Oeste da Bahia (AIBA),"415,00","+0,48"
2018,10,10,Média Rio Grande do Sul (Clicmercado),"420,00","0,00"
2018,10,11,Guaxupé/MG (Cooxupé),"435,00","+1,16"
2018,10,11,Poços de Caldas/MG (CaféPoços),"439,00","+1,62"
2018,10,11,Patrocínio/MG (Expocaccer),"430,00","+2,38"
2018,10,11,Araguarí/MG (Coocacer),"440,00","0,00"
2018,10,11,Varginha/MG (Minasul),"430,00","0,00"
2018,10,11,Lajinha/MG (Coocafé),"410,00","0,00"
2018,10,11,Esp. Sto. do Pinhal/SP (Coopinhal),"420,00","0,00"
2018,10,11,Franca/SP (Cocapec),"440,00","0,00"
2018,10,11,Maringá/PR (Cocamar),s/ cotação,-
2018,10,11,Vitória/ES (BCSP),"435,00","0,00"
2018,10,11,Oeste da Bahia (AIBA),"412,50","-0,60"
2018,10,11,Média Rio Grande do Sul (Clicmercado),"425,00","+1,19"
2018,10,15,Guaxupé/MG (Cooxupé),"451,00","+3,68"
2018,10,15,Poços de Caldas/MG (CaféPoços),"444,00","+1,14"
2018,10,15,Patrocínio/MG (Expocaccer),"430,00","0,00"
2018,10,15,Araguarí/MG (Coocacer),"440,00","0,00"
2018,10,15,Varginha/MG (Minasul),"455,00","+5,81"
2018,10,15,Lajinha/MG (Coocafé),"415,00","+1,22"
2018,10,15,Esp. Sto. do Pinhal/SP (Coopinhal),"440,00","+4,76"
2018,10,15,Franca/SP (Cocapec),"460,00","+4,55"
2018,10,15,Maringá/PR (Cocamar),s/ cotação,-
2018,10,15,Vitória/ES (BCSP),"435,00","0,00"
2018,10,15,Oeste da Bahia (AIBA),"412,50","0,00"
2018,10,15,Média Rio Grande do Sul (Clicmercado),"430,00","+1,18"
2018,10,16,Guaxupé/MG (Cooxupé),"445,00","-1,33"
2018,10,16,Poços de Caldas/MG (CaféPoços),"442,00","-0,45"
2018,10,16,Patrocínio/MG (Expocaccer),"430,00","0,00"
2018,10,16,Araguarí/MG (Coocacer),"450,00","+2,27"
2018,10,16,Varginha/MG (Minasul),"455,00","0,00"
2018,10,16,Lajinha/MG (Coocafé),"415,00","0,00"
2018,10,16,Esp. Sto. do Pinhal/SP (Coopinhal),"440,00","0,00"
2018,10,16,Franca/SP (Cocapec),"460,00","0,00"
2018,10,16,Maringá/PR (Cocamar),s/ cotação,-
2018,10,16,Vitória/ES (BCSP),"435,00","0,00"
2018,10,16,Oeste da Bahia (AIBA),"426,00","+3,27"
2018,10,16,Média Rio Grande do Sul (Clicmercado),"440,00","+2,33"
2018,10,17,Guaxupé/MG (Cooxupé),"461,00","+3,60"
2018,10,17,Poços de Caldas/MG (CaféPoços),"450,00","+1,81"
2018,10,17,Patrocínio/MG (Expocaccer),"430,00","0,00"
2018,10,17,Araguarí/MG (Coocacer),"460,00","+2,22"
2018,10,17,Varginha/MG (Minasul),"460,00","+1,10"
2018,10,17,Lajinha/MG (Coocafé),"420,00","+1,20"
2018,10,17,Esp. Sto. do Pinhal/SP (Coopinhal),"440,00","0,00"
2018,10,17,Franca/SP (Cocapec),"470,00","+2,17"
2018,10,17,Maringá/PR (Cocamar),s/ cotação,-
2018,10,17,Vitória/ES (BCSP),"435,00","0,00"
2018,10,17,Oeste da Bahia (AIBA),"422,50","-0,82"
2018,10,17,Média Rio Grande do Sul (Clicmercado),"440,00","0,00"
2018,10,18,Guaxupé/MG (Cooxupé),"461,00","0,00"
2018,10,18,Poços de Caldas/MG (CaféPoços),"448,00","-0,44"
2018,10,18,Patrocínio/MG (Expocaccer),"460,00","+6,98"
2018,10,18,Araguarí/MG (Coocacer),"460,00","0,00"
2018,10,18,Varginha/MG (Minasul),"460,00","0,00"
2018,10,18,Lajinha/MG (Coocafé),"430,00","+2,38"
2018,10,18,Esp. Sto. do Pinhal/SP (Coopinhal),"450,00","+2,27"
2018,10,18,Franca/SP (Cocapec),"470,00","0,00"
2018,10,18,Maringá/PR (Cocamar),s/ cotação,-
2018,10,18,Vitória/ES (BCSP),"435,00","0,00"
2018,10,18,Oeste da Bahia (AIBA),"422,50","0,00"
2018,10,18,Média Rio Grande do Sul (Clicmercado),"450,00","+2,27"
2018,10,19,Guaxupé/MG (Cooxupé),"463,00","+0,43"
2018,10,19,Poços de Caldas/MG (CaféPoços),"448,00","0,00"
2018,10,19,Patrocínio/MG (Expocaccer),"460,00","0,00"
2018,10,19,Araguarí/MG (Coocacer),"460,00","0,00"
2018,10,19,Varginha/MG (Minasul),"455,00","-1,09"
2018,10,19,Lajinha/MG (Coocafé),"430,00","0,00"
2018,10,19,Esp. Sto. do Pinhal/SP (Coopinhal),"450,00","0,00"
2018,10,19,Franca/SP (Cocapec),"470,00","0,00"
2018,10,19,Maringá/PR (Cocamar),s/ cotação,-
2018,10,19,Vitória/ES (BCSP),"435,00","0,00"
2018,10,19,Oeste da Bahia (AIBA),"430,00","+1,78"
2018,10,19,Média Rio Grande do Sul (Clicmercado),"450,00","0,00"
2018,10,22,Guaxupé/MG (Cooxupé),"448,00","-3,24"
2018,10,22,Poços de Caldas/MG (CaféPoços),"438,00","-2,23"
2018,10,22,Patrocínio/MG (Expocaccer),"450,00","-2,17"
2018,10,22,Araguarí/MG (Coocacer),"460,00","0,00"
2018,10,22,Varginha/MG (Minasul),"450,00","-1,10"
2018,10,22,Lajinha/MG (Coocafé),"430,00","0,00"
2018,10,22,Esp. Sto. do Pinhal/SP (Coopinhal),"450,00","0,00"
2018,10,22,Franca/SP (Cocapec),"455,00","-3,19"
2018,10,22,Maringá/PR (Cocamar),s/ cotação,-
2018,10,22,Vitória/ES (BCSP),"435,00","0,00"
2018,10,22,Oeste da Bahia (AIBA),"432,50","+0,58"
2018,10,22,Média Rio Grande do Sul (Clicmercado),"450,00","0,00"
2018,10,23,Guaxupé/MG (Cooxupé),"461,00","+2,90"
2018,10,23,Poços de Caldas/MG (CaféPoços),"450,00","+2,74"
2018,10,23,Patrocínio/MG (Expocaccer),"455,00","+1,11"
2018,10,23,Araguarí/MG (Coocacer),"460,00","0,00"
2018,10,23,Varginha/MG (Minasul),"455,00","+1,11"
2018,10,23,Lajinha/MG (Coocafé),"430,00","0,00"
2018,10,23,Esp. Sto. do Pinhal/SP (Coopinhal),"450,00","0,00"
2018,10,23,Franca/SP (Cocapec),"465,00","+2,20"
2018,10,23,Maringá/PR (Cocamar),s/ cotação,-
2018,10,23,Vitória/ES (BCSP),"435,00","0,00"
2018,10,23,Oeste da Bahia (AIBA),"432,50","0,00"
2018,10,23,Média Rio Grande do Sul (Clicmercado),"440,00","-2,22"
2018,10,24,Guaxupé/MG (Cooxupé),"461,00","0,00"
2018,10,24,Poços de Caldas/MG (CaféPoços),"452,00","+0,44"
2018,10,24,Patrocínio/MG (Expocaccer),"455,00","0,00"
2018,10,24,Araguarí/MG (Coocacer),"465,00","+1,09"
2018,10,24,Varginha/MG (Minasul),"455,00","0,00"
2018,10,24,Lajinha/MG (Coocafé),"450,00","+4,65"
2018,10,24,Esp. Sto. do Pinhal/SP (Coopinhal),"460,00","+2,22"
2018,10,24,Franca/SP (Cocapec),"470,00","+1,08"
2018,10,24,Maringá/PR (Cocamar),s/ cotação,-
2018,10,24,Vitória/ES (BCSP),"435,00","0,00"
2018,10,24,Oeste da Bahia (AIBA),"425,00","-1,73"
2018,10,24,Média Rio Grande do Sul (Clicmercado),"455,00","+3,41"
2018,10,25,Guaxupé/MG (Cooxupé),"460,00","-0,22"
2018,10,25,Poços de Caldas/MG (CaféPoços),"452,00","0,00"
2018,10,25,Patrocínio/MG (Expocaccer),"455,00","0,00"
2018,10,25,Araguarí/MG (Coocacer),"465,00","0,00"
2018,10,25,Varginha/MG (Minasul),"460,00","+1,10"
2018,10,25,Lajinha/MG (Coocafé),"450,00","0,00"
2018,10,25,Esp. Sto. do Pinhal/SP (Coopinhal),"460,00","0,00"
2018,10,25,Franca/SP (Cocapec),"470,00","0,00"
2018,10,25,Maringá/PR (Cocamar),s/ cotação,-
2018,10,25,Vitória/ES (BCSP),"435,00","0,00"
2018,10,25,Oeste da Bahia (AIBA),"430,00","+1,18"
2018,10,25,Média Rio Grande do Sul (Clicmercado),"455,00","0,00"
2018,10,26,Guaxupé/MG (Cooxupé),"456,00","-0,87"
2018,10,26,Poços de Caldas/MG (CaféPoços),"440,00","-2,65"
2018,10,26,Patrocínio/MG (Expocaccer),"450,00","-1,10"
2018,10,26,Araguarí/MG (Coocacer),"450,00","-3,23"
2018,10,26,Varginha/MG (Minasul),"460,00","0,00"
2018,10,26,Lajinha/MG (Coocafé),"450,00","0,00"
2018,10,26,Esp. Sto. do Pinhal/SP (Coopinhal),"450,00","-2,17"
2018,10,26,Franca/SP (Cocapec),"460,00","-2,13"
2018,10,26,Maringá/PR (Cocamar),s/ cotação,-
2018,10,26,Vitória/ES (BCSP),"435,00","0,00"
2018,10,26,Oeste da Bahia (AIBA),"421,00","-2,09"
2018,10,26,Média Rio Grande do Sul (Clicmercado),"455,00","0,00"
2018,10,29,Guaxupé/MG (Cooxupé),"441,00","-3,29"
2018,10,29,Poços de Caldas/MG (CaféPoços),"434,00","-1,36"
2018,10,29,Patrocínio/MG (Expocaccer),"440,00","-2,22"
2018,10,29,Araguarí/MG (Coocacer),"450,00","0,00"
2018,10,29,Varginha/MG (Minasul),"445,00","-3,26"
2018,10,29,Lajinha/MG (Coocafé),"440,00","-2,22"
2018,10,29,Esp. Sto. do Pinhal/SP (Coopinhal),"450,00","0,00"
2018,10,29,Franca/SP (Cocapec),"445,00","-3,26"
2018,10,29,Maringá/PR (Cocamar),s/ cotação,-
2018,10,29,Vitória/ES (BCSP),"435,00","0,00"
2018,10,29,Oeste da Bahia (AIBA),"421,00","0,00"
2018,10,29,Média Rio Grande do Sul (Clicmercado),"455,00","0,00"
2018,10,30,Guaxupé/MG (Cooxupé),"433,00","-1,81"
2018,10,30,Poços de Caldas/MG (CaféPoços),"434,00","0,00"
2018,10,30,Patrocínio/MG (Expocaccer),"440,00","0,00"
2018,10,30,Araguarí/MG (Coocacer),"450,00","0,00"
2018,10,30,Varginha/MG (Minasul),"445,00","0,00"
2018,10,30,Lajinha/MG (Coocafé),"435,00","-1,14"
2018,10,30,Esp. Sto. do Pinhal/SP (Coopinhal),"450,00","0,00"
2018,10,30,Franca/SP (Cocapec),"445,00","0,00"
2018,10,30,Maringá/PR (Cocamar),s/ cotação,-
2018,10,30,Vitória/ES (BCSP),"435,00","0,00"
2018,10,30,Oeste da Bahia (AIBA),"423,50","+0,59"
2018,10,30,Média Rio Grande do Sul (Clicmercado),"450,00","-1,10"
2018,10,31,Guaxupé/MG (Cooxupé),"436,00","+0,69"
2018,10,31,Poços de Caldas/MG (CaféPoços),"439,00","+1,15"
2018,10,31,Patrocínio/MG (Expocaccer),"445,00","+1,14"
2018,10,31,Araguarí/MG (Coocacer),"440,00","-2,22"
2018,10,31,Varginha/MG (Minasul),"445,00","0,00"
2018,10,31,Lajinha/MG (Coocafé),"430,00","-1,15"
2018,10,31,Esp. Sto. do Pinhal/SP (Coopinhal),"450,00","0,00"
2018,10,31,Franca/SP (Cocapec),"445,00","0,00"
2018,10,31,Maringá/PR (Cocamar),s/ cotação,-
2018,10,31,Vitória/ES (BCSP),"435,00","0,00"
2018,10,31,Oeste da Bahia (AIBA),"420,00","-0,83"
2018,10,31,Média Rio Grande do Sul (Clicmercado),"435,00","-3,33"
2018,11,01,Guaxupé/MG (Cooxupé),"448,00","+2,75"
2018,11,01,Poços de Caldas/MG (CaféPoços),"447,00","+1,82"
2018,11,01,Patrocínio/MG (Expocaccer),"450,00","+1,12"
2018,11,01,Araguarí/MG (Coocacer),"460,00","+4,55"
2018,11,01,Varginha/MG (Minasul),"440,00","-1,12"
2018,11,01,Lajinha/MG (Coocafé),"440,00","+2,33"
2018,11,01,Esp. Sto. do Pinhal/SP (Coopinhal),"450,00","0,00"
2018,11,01,Franca/SP (Cocapec),"460,00","+3,37"
2018,11,01,Maringá/PR (Cocamar),s/ cotação,-
2018,11,01,Vitória/ES (BCSP),"435,00","0,00"
2018,11,01,Média Rio Grande do Sul (Clicmercado),"440,00","+1,15"
2018,11,01,Oeste da Bahia (AIBA),"422,50","0,00"
2018,11,05,Guaxupé/MG (Cooxupé),"448,00","0,00"
2018,11,05,Poços de Caldas/MG (CaféPoços),"442,00","-1,12"
2018,11,05,Patrocínio/MG (Expocaccer),"450,00","0,00"
2018,11,05,Araguarí/MG (Coocacer),"440,00","-4,35"
2018,11,05,Varginha/MG (Minasul),"440,00","0,00"
2018,11,05,Lajinha/MG (Coocafé),"440,00","0,00"
2018,11,05,Esp. Sto. do Pinhal/SP (Coopinhal),"450,00","0,00"
2018,11,05,Franca/SP (Cocapec),"460,00","0,00"
2018,11,05,Maringá/PR (Cocamar),s/ cotação,-
2018,11,05,Vitória/ES (BCSP),"435,00","0,00"
2018,11,05,Média Rio Grande do Sul (Clicmercado),"450,00","+2,27"
2018,11,05,Oeste da Bahia (AIBA),"422,50","0,00"
2018,11,06,Guaxupé/MG (Cooxupé),"443,00","-1,12"
2018,11,06,Poços de Caldas/MG (CaféPoços),"442,00","0,00"
2018,11,06,Patrocínio/MG (Expocaccer),"450,00","0,00"
2018,11,06,Araguarí/MG (Coocacer),"440,00","0,00"
2018,11,06,Varginha/MG (Minasul),"435,00","-1,14"
2018,11,06,Lajinha/MG (Coocafé),"440,00","0,00"
2018,11,06,Esp. Sto. do Pinhal/SP (Coopinhal),"450,00","0,00"
2018,11,06,Franca/SP (Cocapec),"450,00","-2,17"
2018,11,06,Maringá/PR (Cocamar),s/ cotação,-
2018,11,06,Vitória/ES (BCSP),"435,00","0,00"
2018,11,06,Média Rio Grande do Sul (Clicmercado),"450,00","0,00"
2018,11,06,Oeste da Bahia (AIBA),"422,50","0,00"
2018,11,07,Guaxupé/MG (Cooxupé),"450,00","+1,58"
2018,11,07,Poços de Caldas/MG (CaféPoços),"433,00","-2,04"
2018,11,07,Patrocínio/MG (Expocaccer),"445,00","-1,11"
2018,11,07,Araguarí/MG (Coocacer),"450,00","+2,27"
2018,11,07,Varginha/MG (Minasul),"445,00","+2,30"
2018,11,07,Lajinha/MG (Coocafé),"440,00","0,00"
2018,11,07,Esp. Sto. do Pinhal/SP (Coopinhal),"450,00","0,00"
2018,11,07,Franca/SP (Cocapec),"450,00","0,00"
2018,11,07,Maringá/PR (Cocamar),s/ cotação,-
2018,11,07,Vitória/ES (BCSP),"435,00","0,00"
2018,11,07,Média Rio Grande do Sul (Clicmercado),"450,00","0,00"
2018,11,07,Oeste da Bahia (AIBA),"425,00","+0,59"
2018,11,08,Guaxupé/MG (Cooxupé),"456,00","+1,33"
2018,11,08,Poços de Caldas/MG (CaféPoços),"437,00","+0,92"
2018,11,08,Patrocínio/MG (Expocaccer),"445,00","0,00"
2018,11,08,Araguarí/MG (Coocacer),"455,00","+1,11"
2018,11,08,Varginha/MG (Minasul),"445,00","0,00"
2018,11,08,Lajinha/MG (Coocafé),"430,00","-2,27"
2018,11,08,Esp. Sto. do Pinhal/SP (Coopinhal),"450,00","0,00"
2018,11,08,Franca/SP (Cocapec),"455,00","+1,11"
2018,11,08,Maringá/PR (Cocamar),s/ cotação,-
2018,11,08,Vitória/ES (BCSP),"435,00","0,00"
2018,11,08,Média Rio Grande do Sul (Clicmercado),"445,00","-1,11"
2018,11,08,Oeste da Bahia (AIBA),"425,00","0,00"
2018,11,09,Guaxupé/MG (Cooxupé),"451,00","-1,10"
2018,11,09,Poços de Caldas/MG (CaféPoços),"433,00","-0,92"
2018,11,09,Patrocínio/MG (Expocaccer),"450,00","+1,12"
2018,11,09,Araguarí/MG (Coocacer),"450,00","-1,10"
2018,11,09,Varginha/MG (Minasul),"445,00","0,00"
2018,11,09,Lajinha/MG (Coocafé),"430,00","0,00"
2018,11,09,Esp. Sto. do Pinhal/SP (Coopinhal),"450,00","0,00"
2018,11,09,Franca/SP (Cocapec),"450,00","-1,10"
2018,11,09,Maringá/PR (Cocamar),s/ cotação,-
2018,11,09,Vitória/ES (BCSP),"435,00","0,00"
2018,11,09,Média Rio Grande do Sul (Clicmercado),"450,00","+1,12"
2018,11,09,Oeste da Bahia (AIBA),"430,00","+1,18"
2018,11,12,Guaxupé/MG (Cooxupé),"436,00","-2,20"
2018,11,12,Poços de Caldas/MG (CaféPoços),"427,00","-1,39"
2018,11,12,Patrocínio/MG (Expocaccer),"445,00","-1,11"
2018,11,12,Araguarí/MG (Coocacer),"445,00","-1,11"
2018,11,12,Varginha/MG (Minasul),"425,00","-4,49"
2018,11,12,Lajinha/MG (Coocafé),"430,00","0,00"
2018,11,12,Esp. Sto. do Pinhal/SP (Coopinhal),"455,00","+1,11"
2018,11,12,Franca/SP (Cocapec),"440,00","-2,22"
2018,11,12,Maringá/PR (Cocamar),s/ cotação,-
2018,11,12,Vitória/ES (BCSP),"442,00","+1,61"
2018,11,12,Média Rio Grande do Sul (Clicmercado),"445,00","-1,11"
2018,11,12,Oeste da Bahia (AIBA),"422,50","-1,74"
2018,11,13,Guaxupé/MG (Cooxupé),"433,00","-0,69"
2018,11,13,Poços de Caldas/MG (CaféPoços),"431,00","+0,94"
2018,11,13,Patrocínio/MG (Expocaccer),"445,00","0,00"
2018,11,13,Araguarí/MG (Coocacer),"440,00","-1,12"
2018,11,13,Varginha/MG (Minasul),"430,00","+1,18"
2018,11,13,Lajinha/MG (Coocafé),"420,00","-2,33"
2018,11,13,Esp. Sto. do Pinhal/SP (Coopinhal),"440,00","-3,30"
2018,11,13,Franca/SP (Cocapec),"440,00","0,00"
2018,11,13,Maringá/PR (Cocamar),s/ cotação,-
2018,11,13,Vitória/ES (BCSP),"445,00","+0,68"
2018,11,13,Média Rio Grande do Sul (Clicmercado),"440,00","-1,12"
2018,11,13,Oeste da Bahia (AIBA),"420,00","-0,59"
2018,11,14,Guaxupé/MG (Cooxupé),"445,00","+2,77"
2018,11,14,Poços de Caldas/MG (CaféPoços),"434,00","+0,70"
2018,11,14,Patrocínio/MG (Expocaccer),"450,00","+1,12"
2018,11,14,Araguarí/MG (Coocacer),"440,00","0,00"
2018,11,14,Varginha/MG (Minasul),"430,00","0,00"
2018,11,14,Lajinha/MG (Coocafé),"420,00","0,00"
2018,11,14,Esp. Sto. do Pinhal/SP (Coopinhal),"440,00","0,00"
2018,11,14,Franca/SP (Cocapec),"445,00","+1,14"
2018,11,14,Maringá/PR (Cocamar),s/ cotação,-
2018,11,14,Vitória/ES (BCSP),"442,00","-0,67"
2018,11,14,Média Rio Grande do Sul (Clicmercado),"445,00","+1,14"
2018,11,14,Oeste da Bahia (AIBA),"422,50","+0,60"
2018,11,16,Guaxupé/MG (Cooxupé),"440,00","-1,12"
2018,11,16,Poços de Caldas/MG (CaféPoços),"425,00","-2,07"
2018,11,16,Patrocínio/MG (Expocaccer),"445,00","-1,11"
2018,11,16,Araguarí/MG (Coocacer),"440,00","0,00"
2018,11,16,Varginha/MG (Minasul),"435,00","+1,16"
2018,11,16,Lajinha/MG (Coocafé),"420,00","0,00"
2018,11,16,Esp. Sto. do Pinhal/SP (Coopinhal),"440,00","0,00"
2018,11,16,Franca/SP (Cocapec),"445,00","0,00"
2018,11,16,Maringá/PR (Cocamar),s/ cotação,-
2018,11,16,Vitória/ES (BCSP),"445,00","+0,68"
2018,11,16,Média Rio Grande do Sul (Clicmercado),"450,00","+1,12"
2018,11,16,Oeste da Bahia (AIBA),"427,50","+1,18"
2018,11,19,Guaxupé/MG (Cooxupé),"445,00","+1,14"
2018,11,19,Poços de Caldas/MG (CaféPoços),"430,00","+1,18"
2018,11,19,Patrocínio/MG (Expocaccer),"445,00","0,00"
2018,11,19,Araguarí/MG (Coocacer),"435,00","-1,14"
2018,11,19,Varginha/MG (Minasul),"430,00","-1,15"
2018,11,19,Lajinha/MG (Coocafé),"420,00","0,00"
2018,11,19,Esp. Sto. do Pinhal/SP (Coopinhal),"430,00","-2,27"
2018,11,19,Franca/SP (Cocapec),"445,00","0,00"
2018,11,19,Maringá/PR (Cocamar),s/ cotação,-
2018,11,19,Vitória/ES (BCSP),"442,00","-0,67"
2018,11,19,Média Rio Grande do Sul (Clicmercado),"445,00","-1,11"
2018,11,19,Oeste da Bahia (AIBA),"422,50","-1,17"
2018,11,20,Guaxupé/MG (Cooxupé),"445,00","0,00"
2018,11,20,Poços de Caldas/MG (CaféPoços),"427,00","-0,70"
2018,11,20,Patrocínio/MG (Expocaccer),"440,00","-1,12"
2018,11,20,Araguarí/MG (Coocacer),"435,00","0,00"
2018,11,20,Varginha/MG (Minasul),"440,00","+2,33"
2018,11,20,Lajinha/MG (Coocafé),"430,00","+2,38"
