Ano,Mês,Dia,Ativo,Cotação,Variação
2019,05,22,Guaxupé/MG (Cooxupé),"398,00","-0,50"
2019,05,22,Poços de Caldas/MG (CaféPoços),"384,00","-0,78"
2019,05,22,Patrocínio/MG (Expocaccer),"390,00","-1,27"
2019,05,22,Araguarí/MG (Coocacer),"390,00","-1,27"
2019,05,22,Varginha/MG (Minasul),"380,00","0,00"
2019,05,22,Lajinha/MG (Coocafé),"365,00","0,00"
2019,05,22,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,05,22,Franca/SP (Cocapec),"385,00","-1,28"
2019,05,22,Maringá/PR (Cocamar),"295,00","0,00"
2019,05,22,Vitória/ES (BCSP),"375,00","0,00"
2019,05,22,Média Rio Grande do Sul (Clicmercado),"395,00","+1,28"
2019,05,22,Oeste da Bahia (AIBA),"375,00","-0,66"
2019,05,23,Guaxupé/MG (Cooxupé),"405,00","+1,76"
2019,05,23,Poços de Caldas/MG (CaféPoços),"389,00","+1,30"
2019,05,23,Patrocínio/MG (Expocaccer),"395,00","+1,28"
2019,05,23,Araguarí/MG (Coocacer),"390,00","0,00"
2019,05,23,Varginha/MG (Minasul),"380,00","0,00"
2019,05,23,Lajinha/MG (Coocafé),"370,00","+1,37"
2019,05,23,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,05,23,Franca/SP (Cocapec),"390,00","+1,30"
2019,05,23,Maringá/PR (Cocamar),"295,00","0,00"
2019,05,23,Vitória/ES (BCSP),"375,00","0,00"
2019,05,23,Média Rio Grande do Sul (Clicmercado),"390,00","-1,27"
2019,05,23,Oeste da Bahia (AIBA),"375,00","0,00"
2019,05,24,Guaxupé/MG (Cooxupé),"405,00","0,00"
2019,05,24,Poços de Caldas/MG (CaféPoços),"386,00","-0,77"
2019,05,24,Patrocínio/MG (Expocaccer),"395,00","0,00"
2019,05,24,Araguarí/MG (Coocacer),"395,00","+1,28"
2019,05,24,Varginha/MG (Minasul),"380,00","0,00"
2019,05,24,Lajinha/MG (Coocafé),"370,00","0,00"
2019,05,24,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,05,24,Franca/SP (Cocapec),"395,00","+1,28"
2019,05,24,Maringá/PR (Cocamar),"298,00","+1,02"
2019,05,24,Vitória/ES (BCSP),"375,00","0,00"
2019,05,24,Média Rio Grande do Sul (Clicmercado),"395,00","+1,28"
2019,05,24,Oeste da Bahia (AIBA),"377,50","+0,67"
2019,05,27,Guaxupé/MG (Cooxupé),"400,00","-1,23"
2019,05,27,Poços de Caldas/MG (CaféPoços),"386,00","0,00"
2019,05,27,Patrocínio/MG (Expocaccer),"395,00","0,00"
2019,05,27,Araguarí/MG (Coocacer),"395,00","0,00"
2019,05,27,Varginha/MG (Minasul),"380,00","0,00"
2019,05,27,Lajinha/MG (Coocafé),"370,00","0,00"
2019,05,27,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,05,27,Franca/SP (Cocapec),"395,00","0,00"
2019,05,27,Maringá/PR (Cocamar),"298,00","0,00"
2019,05,27,Vitória/ES (BCSP),"375,00","0,00"
2019,05,27,Média Rio Grande do Sul (Clicmercado),"390,00","-1,27"
2019,05,27,Oeste da Bahia (AIBA),"377,50","0,00"
2019,05,28,Guaxupé/MG (Cooxupé),"412,00","+3,00"
2019,05,28,Poços de Caldas/MG (CaféPoços),"392,00","+1,55"
2019,05,28,Patrocínio/MG (Expocaccer),"400,00","+1,27"
2019,05,28,Araguarí/MG (Coocacer),"400,00","+1,27"
2019,05,28,Varginha/MG (Minasul),"380,00","0,00"
2019,05,28,Lajinha/MG (Coocafé),"375,00","+1,35"
2019,05,28,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,05,28,Franca/SP (Cocapec),"405,00","+2,53"
2019,05,28,Maringá/PR (Cocamar),"303,00","+1,68"
2019,05,28,Vitória/ES (BCSP),"375,00","0,00"
2019,05,28,Média Rio Grande do Sul (Clicmercado),"390,00","0,00"
2019,05,28,Oeste da Bahia (AIBA),"377,50","0,00"
2019,05,29,Guaxupé/MG (Cooxupé),"422,00","+2,43"
2019,05,29,Poços de Caldas/MG (CaféPoços),"395,00","+0,77"
2019,05,29,Patrocínio/MG (Expocaccer),"410,00","+2,50"
2019,05,29,Araguarí/MG (Coocacer),"405,00","+1,25"
2019,05,29,Varginha/MG (Minasul),"395,00","+3,95"
2019,05,29,Lajinha/MG (Coocafé),"375,00","0,00"
2019,05,29,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,05,29,Franca/SP (Cocapec),"415,00","+2,47"
2019,05,29,Maringá/PR (Cocamar),"303,00","0,00"
2019,05,29,Vitória/ES (BCSP),"375,00","0,00"
2019,05,29,Média Rio Grande do Sul (Clicmercado),"400,00","+2,56"
2019,05,29,Oeste da Bahia (AIBA),"385,00","+1,99"
2019,05,30,Guaxupé/MG (Cooxupé),"433,00","+2,61"
2019,05,30,Poços de Caldas/MG (CaféPoços),"405,00","+2,53"
2019,05,30,Patrocínio/MG (Expocaccer),"410,00",-
2019,05,30,Araguarí/MG (Coocacer),"410,00","+1,23"
2019,05,30,Varginha/MG (Minasul),"410,00","+3,80"
2019,05,30,Lajinha/MG (Coocafé),"375,00","0,00"
2019,05,30,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,05,30,Franca/SP (Cocapec),"420,00","+1,20"
2019,05,30,Maringá/PR (Cocamar),"308,00","+1,65"
2019,05,30,Vitória/ES (BCSP),"385,00","+2,67"
2019,05,30,Média Rio Grande do Sul (Clicmercado),"410,00","+2,50"
2019,05,30,Oeste da Bahia (AIBA),"385,00","0,00"
2019,05,31,Guaxupé/MG (Cooxupé),"436,00","+0,69"
2019,05,31,Poços de Caldas/MG (CaféPoços),"407,00","+0,49"
2019,05,31,Patrocínio/MG (Expocaccer),"425,00","+3,66"
2019,05,31,Araguarí/MG (Coocacer),"410,00","0,00"
2019,05,31,Varginha/MG (Minasul),"410,00","0,00"
2019,05,31,Lajinha/MG (Coocafé),"400,00","+6,67"
2019,05,31,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,05,31,Franca/SP (Cocapec),"430,00","+2,38"
2019,05,31,Maringá/PR (Cocamar),"308,00","0,00"
2019,05,31,Vitória/ES (BCSP),"385,00","0,00"
2019,05,31,Média Rio Grande do Sul (Clicmercado),"410,00","0,00"
2019,05,31,Oeste da Bahia (AIBA),"400,00","+3,90"
2019,06,03,Guaxupé/MG (Cooxupé),"431,00","-1,15"
2019,06,03,Poços de Caldas/MG (CaféPoços),"402,00","-1,23"
2019,06,03,Patrocínio/MG (Expocaccer),"420,00","-1,18"
2019,06,03,Araguarí/MG (Coocacer),"420,00","+2,44"
2019,06,03,Varginha/MG (Minasul),"415,00","+1,22"
2019,06,03,Lajinha/MG (Coocafé),"400,00","0,00"
2019,06,03,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,06,03,Franca/SP (Cocapec),"425,00","-1,16"
2019,06,03,Maringá/PR (Cocamar),"308,00","0,00"
2019,06,03,Vitória/ES (BCSP),"385,00","0,00"
2019,06,03,Média Rio Grande do Sul (Clicmercado),"425,00","+3,66"
2019,06,03,Oeste da Bahia (AIBA),"400,00","0,00"
2019,06,04,Guaxupé/MG (Cooxupé),"436,00","+1,16"
2019,06,04,Poços de Caldas/MG (CaféPoços),"405,00","+0,75"
2019,06,04,Patrocínio/MG (Expocaccer),"425,00","+1,19"
2019,06,04,Araguarí/MG (Coocacer),"420,00","0,00"
2019,06,04,Varginha/MG (Minasul),"420,00","+1,20"
2019,06,04,Lajinha/MG (Coocafé),"400,00","0,00"
2019,06,04,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,06,04,Franca/SP (Cocapec),"425,00","0,00"
2019,06,04,Maringá/PR (Cocamar),"308,00","0,00"
2019,06,04,Vitória/ES (BCSP),"385,00","0,00"
2019,06,04,Média Rio Grande do Sul (Clicmercado),"420,00","-1,18"
2019,06,04,Oeste da Bahia (AIBA),"400,00","0,00"
2019,06,05,Guaxupé/MG (Cooxupé),"421,00","-3,44"
2019,06,05,Poços de Caldas/MG (CaféPoços),"393,00","-2,96"
2019,06,05,Patrocínio/MG (Expocaccer),"405,00","-4,71"
2019,06,05,Araguarí/MG (Coocacer),"420,00",-
2019,06,05,Varginha/MG (Minasul),"410,00","-2,38"
2019,06,05,Lajinha/MG (Coocafé),"400,00","0,00"
2019,06,05,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,06,05,Franca/SP (Cocapec),"390,00","-8,24"
2019,06,05,Maringá/PR (Cocamar),"308,00","0,00"
2019,06,05,Vitória/ES (BCSP),"385,00","0,00"
2019,06,05,Média Rio Grande do Sul (Clicmercado),"420,00",-
2019,06,05,Oeste da Bahia (AIBA),"400,00",-
2019,06,06,Guaxupé/MG (Cooxupé),"426,00","+1,19"
2019,06,06,Poços de Caldas/MG (CaféPoços),"397,00","+1,02"
2019,06,06,Patrocínio/MG (Expocaccer),"410,00","+1,23"
2019,06,06,Araguarí/MG (Coocacer),"420,00","0,00"
2019,06,06,Varginha/MG (Minasul),"410,00","0,00"
2019,06,06,Lajinha/MG (Coocafé),"400,00","0,00"
2019,06,06,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,06,06,Franca/SP (Cocapec),"415,00","+6,41"
2019,06,06,Maringá/PR (Cocamar),s/ cotação,-
2019,06,06,Vitória/ES (BCSP),"385,00","0,00"
2019,06,06,Média Rio Grande do Sul (Clicmercado),"405,00",-
2019,06,06,Oeste da Bahia (AIBA),"392,50",-
2019,06,07,Guaxupé/MG (Cooxupé),"420,00","-1,41"
2019,06,07,Poços de Caldas/MG (CaféPoços),"393,00","-1,01"
2019,06,07,Patrocínio/MG (Expocaccer),"410,00","0,00"
2019,06,07,Araguarí/MG (Coocacer),"410,00","-2,38"
2019,06,07,Varginha/MG (Minasul),"405,00","-1,22"
2019,06,07,Lajinha/MG (Coocafé),"400,00","0,00"
2019,06,07,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,06,07,Franca/SP (Cocapec),"410,00","-1,20"
2019,06,07,Maringá/PR (Cocamar),s/ cotação,-
2019,06,07,Vitória/ES (BCSP),"385,00","0,00"
2019,06,07,Média Rio Grande do Sul (Clicmercado),"415,00","+2,47"
2019,06,07,Oeste da Bahia (AIBA),"396,00","+0,89"
2019,06,10,Guaxupé/MG (Cooxupé),"410,00","-2,38"
2019,06,10,Poços de Caldas/MG (CaféPoços),"385,00","-2,04"
2019,06,10,Patrocínio/MG (Expocaccer),"400,00","-2,44"
2019,06,10,Araguarí/MG (Coocacer),"395,00","-3,66"
2019,06,10,Varginha/MG (Minasul),"400,00","-1,23"
2019,06,10,Lajinha/MG (Coocafé),"400,00","0,00"
2019,06,10,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,06,10,Franca/SP (Cocapec),"400,00","-2,44"
2019,06,10,Maringá/PR (Cocamar),"308,00",-
2019,06,10,Vitória/ES (BCSP),"385,00","0,00"
2019,06,10,Média Rio Grande do Sul (Clicmercado),"410,00","-1,20"
2019,06,10,Oeste da Bahia (AIBA),"396,00","0,00"
2019,06,11,Guaxupé/MG (Cooxupé),"405,00","-1,22"
2019,06,11,Poços de Caldas/MG (CaféPoços),"380,00","-1,30"
2019,06,11,Patrocínio/MG (Expocaccer),"400,00",-
2019,06,11,Araguarí/MG (Coocacer),"390,00","-1,27"
2019,06,11,Varginha/MG (Minasul),"395,00","-1,25"
2019,06,11,Lajinha/MG (Coocafé),"400,00","0,00"
2019,06,11,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,06,11,Franca/SP (Cocapec),"395,00","-1,25"
2019,06,11,Maringá/PR (Cocamar),"308,00","0,00"
2019,06,11,Vitória/ES (BCSP),"385,00","0,00"
2019,06,11,Média Rio Grande do Sul (Clicmercado),"400,00","-2,44"
2019,06,11,Oeste da Bahia (AIBA),"400,00","+1,01"
2019,06,12,Guaxupé/MG (Cooxupé),"410,00","+1,23"
2019,06,12,Poços de Caldas/MG (CaféPoços),"385,00","+1,32"
2019,06,12,Patrocínio/MG (Expocaccer),"400,00","0,00"
2019,06,12,Araguarí/MG (Coocacer),"400,00","+1,27"
2019,06,12,Varginha/MG (Minasul),"395,00","0,00"
2019,06,12,Lajinha/MG (Coocafé),"400,00","0,00"
2019,06,12,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,06,12,Franca/SP (Cocapec),"400,00","+1,27"
2019,06,12,Maringá/PR (Cocamar),"308,00","0,00"
2019,06,12,Vitória/ES (BCSP),"385,00","0,00"
2019,06,12,Média Rio Grande do Sul (Clicmercado),"395,00","-1,25"
2019,06,12,Oeste da Bahia (AIBA),"387,50","-3,13"
2019,06,13,Guaxupé/MG (Cooxupé),"405,00","-1,22"
2019,06,13,Poços de Caldas/MG (CaféPoços),"380,00","-1,30"
2019,06,13,Patrocínio/MG (Expocaccer),"395,00","-1,25"
2019,06,13,Araguarí/MG (Coocacer),"400,00","0,00"
2019,06,13,Varginha/MG (Minasul),"395,00","0,00"
2019,06,13,Lajinha/MG (Coocafé),"400,00","0,00"
2019,06,13,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,06,13,Franca/SP (Cocapec),"395,00","-1,25"
2019,06,13,Maringá/PR (Cocamar),"308,00","0,00"
2019,06,13,Vitória/ES (BCSP),"385,00","0,00"
2019,06,13,Média Rio Grande do Sul (Clicmercado),"405,00",-
2019,06,13,Oeste da Bahia (AIBA),"387,50","0,00"
2019,06,14,Guaxupé/MG (Cooxupé),"405,00","0,00"
2019,06,14,Poços de Caldas/MG (CaféPoços),"388,00","+2,11"
2019,06,14,Patrocínio/MG (Expocaccer),"395,00","0,00"
2019,06,14,Araguarí/MG (Coocacer),"385,00","-3,75"
2019,06,14,Varginha/MG (Minasul),"395,00","0,00"
2019,06,14,Lajinha/MG (Coocafé),"380,00","-5,00"
2019,06,14,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,06,14,Franca/SP (Cocapec),"395,00","0,00"
2019,06,14,Maringá/PR (Cocamar),"308,00","0,00"
2019,06,14,Vitória/ES (BCSP),"385,00","0,00"
2019,06,14,Média Rio Grande do Sul (Clicmercado),"405,00","0,00"
2019,06,14,Oeste da Bahia (AIBA),"390,00","+0,65"
2019,06,17,Guaxupé/MG (Cooxupé),"405,00","0,00"
2019,06,17,Poços de Caldas/MG (CaféPoços),"390,00","+0,52"
2019,06,17,Patrocínio/MG (Expocaccer),"395,00","0,00"
2019,06,17,Araguarí/MG (Coocacer),"385,00","0,00"
2019,06,17,Varginha/MG (Minasul),"395,00","0,00"
2019,06,17,Lajinha/MG (Coocafé),"380,00","0,00"
2019,06,17,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,06,17,Franca/SP (Cocapec),"400,00","+1,27"
2019,06,17,Maringá/PR (Cocamar),"308,00","0,00"
2019,06,17,Vitória/ES (BCSP),"385,00","0,00"
2019,06,17,Média Rio Grande do Sul (Clicmercado),"395,00","-2,47"
2019,06,17,Oeste da Bahia (AIBA),"390,00","0,00"
2019,06,18,Guaxupé/MG (Cooxupé),"394,00","-2,72"
2019,06,18,Poços de Caldas/MG (CaféPoços),"382,00","-2,05"
2019,06,18,Patrocínio/MG (Expocaccer),"390,00","-1,27"
2019,06,18,Araguarí/MG (Coocacer),"385,00","0,00"
2019,06,18,Varginha/MG (Minasul),"395,00","0,00"
2019,06,18,Lajinha/MG (Coocafé),"375,00","-1,32"
2019,06,18,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,06,18,Franca/SP (Cocapec),"390,00","-2,50"
2019,06,18,Maringá/PR (Cocamar),"308,00","0,00"
2019,06,18,Vitória/ES (BCSP),"385,00","0,00"
2019,06,18,Média Rio Grande do Sul (Clicmercado),"400,00","+1,27"
2019,06,18,Oeste da Bahia (AIBA),"390,00","0,00"
2019,06,19,Guaxupé/MG (Cooxupé),"400,00","+1,52"
2019,06,19,Poços de Caldas/MG (CaféPoços),"384,00","+0,52"
2019,06,19,Patrocínio/MG (Expocaccer),"395,00","+1,28"
2019,06,19,Araguarí/MG (Coocacer),"400,00","+3,90"
2019,06,19,Varginha/MG (Minasul),"395,00","0,00"
2019,06,19,Lajinha/MG (Coocafé),"370,00","-1,33"
2019,06,19,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,06,19,Franca/SP (Cocapec),"395,00","+1,28"
2019,06,19,Maringá/PR (Cocamar),"308,00","0,00"
2019,06,19,Vitória/ES (BCSP),"385,00","0,00"
2019,06,19,Média Rio Grande do Sul (Clicmercado),"400,00","0,00"
2019,06,19,Oeste da Bahia (AIBA),"385,00","-1,28"
2019,06,21,Guaxupé/MG (Cooxupé),"406,00","+1,50"
2019,06,21,Poços de Caldas/MG (CaféPoços),"386,00","+0,52"
2019,06,21,Patrocínio/MG (Expocaccer),"405,00","+2,53"
2019,06,21,Araguarí/MG (Coocacer),"400,00","0,00"
2019,06,21,Varginha/MG (Minasul),"395,00","0,00"
2019,06,21,Lajinha/MG (Coocafé),"390,00","+5,41"
2019,06,21,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,06,21,Franca/SP (Cocapec),"405,00","+2,53"
2019,06,21,Maringá/PR (Cocamar),"308,00","0,00"
2019,06,21,Vitória/ES (BCSP),"385,00","0,00"
2019,06,21,Média Rio Grande do Sul (Clicmercado),"395,00","-1,25"
2019,06,21,Oeste da Bahia (AIBA),"385,00","0,00"
2019,06,24,Guaxupé/MG (Cooxupé),"416,00","+2,46"
2019,06,24,Poços de Caldas/MG (CaféPoços),"390,00","+1,04"
2019,06,24,Patrocínio/MG (Expocaccer),"410,00","+1,23"
2019,06,24,Araguarí/MG (Coocacer),"410,00","+2,50"
2019,06,24,Varginha/MG (Minasul),"405,00","+2,53"
2019,06,24,Lajinha/MG (Coocafé),"390,00","0,00"
2019,06,24,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,06,24,Franca/SP (Cocapec),"420,00","+3,70"
2019,06,24,Maringá/PR (Cocamar),"308,00","0,00"
2019,06,24,Vitória/ES (BCSP),"385,00","0,00"
2019,06,24,Média Rio Grande do Sul (Clicmercado),"405,00","+2,53"
2019,06,24,Oeste da Bahia (AIBA),"385,00","0,00"
2019,06,25,Guaxupé/MG (Cooxupé),"432,00","+3,85"
2019,06,25,Poços de Caldas/MG (CaféPoços),"400,00","+2,56"
2019,06,25,Patrocínio/MG (Expocaccer),"435,00","+6,10"
2019,06,25,Araguarí/MG (Coocacer),"410,00","0,00"
2019,06,25,Varginha/MG (Minasul),"400,00","-1,23"
2019,06,25,Lajinha/MG (Coocafé),"390,00","0,00"
2019,06,25,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,06,25,Franca/SP (Cocapec),"425,00","+1,19"
2019,06,25,Maringá/PR (Cocamar),"308,00","0,00"
2019,06,25,Vitória/ES (BCSP),"385,00","0,00"
2019,06,25,Média Rio Grande do Sul (Clicmercado),"410,00","+1,23"
2019,06,25,Oeste da Bahia (AIBA),"385,00","0,00"
2019,06,26,Guaxupé/MG (Cooxupé),"432,00","0,00"
2019,06,26,Poços de Caldas/MG (CaféPoços),"397,00","-0,75"
2019,06,26,Patrocínio/MG (Expocaccer),"425,00","-2,30"
2019,06,26,Araguarí/MG (Coocacer),"420,00","+2,44"
2019,06,26,Varginha/MG (Minasul),"400,00","0,00"
2019,06,26,Lajinha/MG (Coocafé),"390,00","0,00"
2019,06,26,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,06,26,Franca/SP (Cocapec),"430,00","+1,18"
2019,06,26,Maringá/PR (Cocamar),"308,00","0,00"
2019,06,26,Vitória/ES (BCSP),"390,00","+1,30"
2019,06,26,Média Rio Grande do Sul (Clicmercado),"430,00","+4,88"
2019,06,26,Oeste da Bahia (AIBA),"395,00","+2,60"
2019,06,27,Guaxupé/MG (Cooxupé),"436,00","+0,93"
2019,06,27,Poços de Caldas/MG (CaféPoços),"400,00","+0,76"
2019,06,27,Patrocínio/MG (Expocaccer),"430,00","+1,18"
2019,06,27,Araguarí/MG (Coocacer),"430,00","+2,38"
2019,06,27,Varginha/MG (Minasul),"425,00","+6,25"
2019,06,27,Lajinha/MG (Coocafé),"390,00","0,00"
2019,06,27,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,06,27,Franca/SP (Cocapec),"430,00","0,00"
2019,06,27,Maringá/PR (Cocamar),"340,00","+10,39"
2019,06,27,Vitória/ES (BCSP),"390,00","0,00"
2019,06,27,Média Rio Grande do Sul (Clicmercado),"425,00","-1,16"
2019,06,27,Oeste da Bahia (AIBA),"395,00","0,00"
2019,06,28,Guaxupé/MG (Cooxupé),"446,00","+2,29"
2019,06,28,Poços de Caldas/MG (CaféPoços),"430,00","+7,50"
2019,06,28,Patrocínio/MG (Expocaccer),"440,00","+2,33"
2019,06,28,Araguarí/MG (Coocacer),"440,00","+2,33"
2019,06,28,Varginha/MG (Minasul),"435,00","+2,35"
2019,06,28,Lajinha/MG (Coocafé),"425,00","+8,97"
2019,06,28,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,06,28,Franca/SP (Cocapec),"440,00","+2,33"
2019,06,28,Maringá/PR (Cocamar),"340,00","0,00"
2019,06,28,Vitória/ES (BCSP),"395,00","+1,28"
2019,06,28,Média Rio Grande do Sul (Clicmercado),"430,00","+1,18"
2019,06,28,Oeste da Bahia (AIBA),"395,00","0,00"
2019,07,01,Guaxupé/MG (Cooxupé),"450,00","+0,90"
2019,07,01,Poços de Caldas/MG (CaféPoços),"433,00","+0,70"
2019,07,01,Patrocínio/MG (Expocaccer),"445,00","+1,14"
2019,07,01,Araguarí/MG (Coocacer),"440,00","0,00"
2019,07,01,Varginha/MG (Minasul),"445,00","+2,30"
2019,07,01,Lajinha/MG (Coocafé),"430,00","+1,18"
2019,07,01,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,07,01,Franca/SP (Cocapec),"445,00","+1,14"
2019,07,01,Maringá/PR (Cocamar),s/ cotação,-
2019,07,01,Vitória/ES (BCSP),"395,00","0,00"
2019,07,01,Média Rio Grande do Sul (Clicmercado),"440,00","+2,33"
2019,07,01,Oeste da Bahia (AIBA),"412,50","+4,43"
2019,07,02,Guaxupé/MG (Cooxupé),"445,00","-1,11"
2019,07,02,Poços de Caldas/MG (CaféPoços),"431,00","-0,46"
2019,07,02,Patrocínio/MG (Expocaccer),"440,00","-1,12"
2019,07,02,Araguarí/MG (Coocacer),"430,00","-2,27"
2019,07,02,Varginha/MG (Minasul),"435,00","-2,25"
2019,07,02,Lajinha/MG (Coocafé),"430,00","0,00"
2019,07,02,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,07,02,Franca/SP (Cocapec),"440,00","-1,12"
2019,07,02,Maringá/PR (Cocamar),"308,00",-
2019,07,02,Vitória/ES (BCSP),"395,00","0,00"
2019,07,02,Média Rio Grande do Sul (Clicmercado),"445,00","+1,14"
2019,07,02,Oeste da Bahia (AIBA),"417,50","+1,21"
2019,07,03,Guaxupé/MG (Cooxupé),"466,00","+4,72"
2019,07,03,Poços de Caldas/MG (CaféPoços),"445,00","+3,25"
2019,07,03,Patrocínio/MG (Expocaccer),"445,00","+1,14"
2019,07,03,Araguarí/MG (Coocacer),"430,00","0,00"
2019,07,03,Varginha/MG (Minasul),"450,00","+3,45"
2019,07,03,Lajinha/MG (Coocafé),"430,00","0,00"
2019,07,03,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,07,03,Franca/SP (Cocapec),"450,00","+2,27"
2019,07,03,Maringá/PR (Cocamar),"308,00","0,00"
2019,07,03,Vitória/ES (BCSP),"395,00","0,00"
2019,07,03,Média Rio Grande do Sul (Clicmercado),"440,00","-1,12"
2019,07,03,Oeste da Bahia (AIBA),"417,50","0,00"
2019,07,04,Guaxupé/MG (Cooxupé),"458,00","-1,72"
2019,07,04,Poços de Caldas/MG (CaféPoços),"445,00","0,00"
2019,07,04,Patrocínio/MG (Expocaccer),"445,00","0,00"
2019,07,04,Araguarí/MG (Coocacer),"450,00","+4,65"
2019,07,04,Varginha/MG (Minasul),"450,00","0,00"
2019,07,04,Lajinha/MG (Coocafé),"440,00","+2,33"
2019,07,04,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,07,04,Franca/SP (Cocapec),"450,00","0,00"
2019,07,04,Maringá/PR (Cocamar),"308,00","0,00"
2019,07,04,Vitória/ES (BCSP),"395,00","0,00"
2019,07,04,Média Rio Grande do Sul (Clicmercado),"450,00","+2,27"
2019,07,04,Oeste da Bahia (AIBA),"417,50","0,00"
2019,07,05,Guaxupé/MG (Cooxupé),"452,00","-1,31"
2019,07,05,Poços de Caldas/MG (CaféPoços),"440,00","-1,12"
2019,07,05,Patrocínio/MG (Expocaccer),"440,00","-1,12"
2019,07,05,Araguarí/MG (Coocacer),"450,00","0,00"
2019,07,05,Varginha/MG (Minasul),"435,00","-3,33"
2019,07,05,Lajinha/MG (Coocafé),"440,00","0,00"
2019,07,05,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,07,05,Franca/SP (Cocapec),"445,00","-1,11"
2019,07,05,Maringá/PR (Cocamar),"308,00","0,00"
2019,07,05,Vitória/ES (BCSP),"395,00","0,00"
2019,07,05,Média Rio Grande do Sul (Clicmercado),"450,00","0,00"
2019,07,05,Oeste da Bahia (AIBA),"430,00","+2,99"
2019,07,08,Guaxupé/MG (Cooxupé),"436,00","-3,54"
2019,07,08,Poços de Caldas/MG (CaféPoços),"430,00","-2,27"
2019,07,08,Patrocínio/MG (Expocaccer),"430,00","-2,27"
2019,07,08,Araguarí/MG (Coocacer),"430,00","-4,44"
2019,07,08,Varginha/MG (Minasul),"435,00","0,00"
2019,07,08,Lajinha/MG (Coocafé),"420,00","-4,55"
2019,07,08,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,07,08,Franca/SP (Cocapec),"425,00","-4,49"
2019,07,08,Maringá/PR (Cocamar),s/ cotação,-
2019,07,08,Vitória/ES (BCSP),"395,00","0,00"
2019,07,08,Média Rio Grande do Sul (Clicmercado),"450,00","0,00"
2019,07,08,Oeste da Bahia (AIBA),"420,00","-2,33"
2019,07,09,Guaxupé/MG (Cooxupé),"436,00","0,00"
2019,07,09,Poços de Caldas/MG (CaféPoços),"433,00","+0,70"
2019,07,09,Patrocínio/MG (Expocaccer),"430,00","0,00"
2019,07,09,Araguarí/MG (Coocacer),"430,00","0,00"
2019,07,09,Varginha/MG (Minasul),"430,00","-1,15"
2019,07,09,Lajinha/MG (Coocafé),"420,00","0,00"
2019,07,09,Esp. Sto. do Pinhal/SP (Coopinhal),s/ cotação,-
2019,07,09,Franca/SP (Cocapec),"425,00","0,00"
2019,07,09,Maringá/PR (Cocamar),"350,00",-
2019,07,09,Vitória/ES (BCSP),"395,00","0,00"
2019,07,09,Média Rio Grande do Sul (Clicmercado),"450,00","0,00"
2019,07,09,Oeste da Bahia (AIBA),"405,00","-3,57"
2019,07,10,Guaxupé/MG (Cooxupé),"431,00","-1,15"
2019,07,10,Poços de Caldas/MG (CaféPoços),"430,00","-0,69"
2019,07,10,Patrocínio/MG (Expocaccer),"425,00","-1,16"
2019,07,10,Araguarí/MG (Coocacer),"430,00","0,00"
2019,07,10,Varginha/MG (Minasul),"425,00","-1,16"
2019,07,10,Lajinha/MG (Coocafé),"420,00","0,00"
